code,name,country_code,timezone
NRN,Weeze Airport,DE,Europe/Amsterdam
NRR,José Aponte de la Torre Airport,PR,America/Puerto_Rico
NRT,Narita International Airport,JP,Asia/Tokyo
NSB,Bimini North Seaplane Base,BS,America/Nassau
NSE,Whiting Field Naval Air Station - North,US,America/Toronto
NSH,Noshahr Airport,IR,Asia/Tehran
NSI,Yaoundé Nsimalen International Airport,CM,Africa/Douala
NSK,Norilsk-Alykel Airport,RU,Asia/Novokuznetsk
NSM,Norseman Airport,AU,Australia/Perth
NSN,Nelson Airport,NZ,Pacific/Auckland
NSO,Scone Airport,AU,Australia/Sydney
NST,Nakhon Si Thammarat Airport,TH,Asia/Bangkok
NSY,Sigonella Navy Air Base,IT,Europe/Rome
NTB,Notodden Airport,NO,Europe/Oslo
NTD,Point Mugu Naval Air Station (Naval Base Ventura Co),US,America/Los_Angeles
NTE,Nantes Atlantique Airport,FR,Europe/Paris
NTG,Nantong Airport,CN,Asia/Shanghai
NTI,Stenkol Airport,ID,Asia/Jayapura
NTJ,Manti-Ephraim Airport,US,America/Shiprock
NTL,Newcastle Airport,AU,Australia/Sydney
NTN,Normanton Airport,AU,Australia/Brisbane
NTO,Agostinho Neto Airport,CV,Atlantic/Cape_Verde
NTQ,Noto Satoyama Airport,JP,Asia/Tokyo
NTR,Del Norte International Airport,MX,America/Monterrey
NTT,Kuini Lavenia Airport,TO,Pacific/Tongatapu
NTX,Ranai Airport,ID,Asia/Jakarta
NTY,Pilanesberg International Airport,ZA,Africa/Johannesburg
NUB,Numbulwar Airport,AU,Australia/Darwin
NUD,En Nahud Airport,SD,Africa/Khartoum
NUE,Nuremberg Airport,DE,Europe/Vaduz
NUG,Nuguria Airstrip,PG,Pacific/Guadalcanal
NUI,Nuiqsut Airport,US,America/Anchorage
NUK,Nukutavake Airport,PF,Pacific/Tahiti
NUP,Nunapitchuk Airport,US,America/Nome
NUR,Nullabor Motel Airport,AU,Australia/Adelaide
NUS,Norsup Airport,VU,Pacific/Efate
NUU,Nakuru Airport,KE,Africa/Nairobi
NUX,Novy Urengoy Airport,RU,Asia/Yekaterinburg
NVA,Benito Salas Airport,CO,America/Bogota
NVG,Nueva Guinea Airport,NI,America/Managua
NVI,Navoi Airport,UZ,Asia/Samarkand
NVK,Narvik Framnes Airport,NO,Europe/Oslo
NVN,Nervino Airport,US,America/Los_Angeles
NVP,Novo Aripuanã Airport,BR,America/Manaus
NVS,Nevers-Fourchambault Airport,FR,Europe/Paris
NVT,Ministro Victor Konder International Airport,BR,America/Sao_Paulo
NVY,Neyveli Airport,IN,Asia/Kolkata
NWA,Mohéli Bandar Es Eslam Airport,KM,Indian/Comoro
NWI,Norwich International Airport,GB,Europe/London
NYA,Nyagan Airport,RU,Australia/Melbourne
NYE,Nyeri Airport,KE,Africa/Nairobi
NYI,Sunyani Airport,GH,Africa/Accra
NYK,Nanyuki Airport,KE,Africa/Nairobi
NYM,Nadym Airport,RU,Asia/Yekaterinburg
NYN,Nyngan Airport,AU,Australia/Sydney
NYO,Stockholm Skavsta Airport,SE,Europe/Stockholm
NYR,Nyurba Airport,RU,Australia/Darwin
NYT,Nay Pyi Taw International Airport,MM,Asia/Rangoon
NZA,Nzagi Airport,AO,Africa/Luanda
NZC,Maria Reiche Neuman Airport,PE,America/Lima
NZE,Nzérékoré Airport,GN,Africa/Conakry
NZH,Manzhouli Xijiao Airport,CN,Asia/Choibalsan
NZY,North Island Naval Air Station-Halsey Field,US,America/Tijuana
OAA,Shank Air Base,AF,Asia/Kabul
OAG,Orange Airport,AU,Australia/Sydney
OAH,Shindand Air Base,AF,Asia/Kabul
OAI,Bagram Airfield,AF,Asia/Kabul
OAJ,Albert J Ellis Airport,US,America/New_York
OAK,Metropolitan Oakland International Airport,US,America/Los_Angeles
OAL,Cacoal Airport,BR,America/Belem
OAM,Oamaru Airport,NZ,Pacific/Auckland
OAN,El Arrayán Airport,HN,America/Tegucigalpa
OAR,Marina Municipal Airport,US,America/Los_Angeles
OAS,Sharana Airstrip,AF,Asia/Kabul
OAX,Xoxocotlán International Airport,MX,America/Mexico_City
OAZ,Camp Shorabak Airfield,AF,Asia/Kabul
OBC,Obock Airport,DJ,Africa/Djibouti
OBD,Obano Airport,ID,Asia/Jayapura
OBF,Oberpfaffenhofen Airport,DE,Europe/Berlin
OBM,Morobe Airport,PG,Pacific/Port_Moresby
OBN,Oban Airport,GB,Europe/London
OBO,Tokachi-Obihiro Airport,JP,Asia/Tokyo
OBS,Aubenas-Ardèche Méridional Airport,FR,Europe/Paris
OBU,Kobuk Airport,US,America/Anchorage
OBX,Obo Airport,PG,Pacific/Port_Moresby
OCA,Ocean Reef Club Airport,US,America/Nassau
OCC,Francisco De Orellana Airport,EC,America/Guayaquil
OCE,Ocean City Municipal Airport,US,America/New_York
OCF,Ocala International Airport - Jim Taylor Field,US,America/Havana
OCJ,Ian Fleming International Airport,JM,America/Jamaica
OCV,Aguas Claras Airport,CO,America/Bogota
OCW,Warren Field,US,America/New_York
ODA,Ouadda Airport,CF,Africa/Bangui
ODB,Córdoba Airport,ES,Europe/Madrid
ODC,Oakdale Airport,US,America/Los_Angeles
ODD,Oodnadatta Airport,AU,Australia/Adelaide
ODE,Odense Airport,DK,Europe/Copenhagen
ODH,RAF Odiham,GB,Europe/London
ODJ,Ouanda Djallé Airport,CF,Africa/Bangui
ODL,Cordillo Downs Airport,AU,Australia/Adelaide
ODN,Long Seridan Airport,MY,Asia/Kuching
ODO,Bodaybo Airport,RU,Asia/Choibalsan
ODR,Ord River Airport,AU,Australia/Perth
ODS,Odessa International Airport,UA,Europe/Simferopol
ODW,AJ Eisenberg Airport,US,America/Vancouver
ODY,Oudomsay Airport,LA,Asia/Vientiane
OEA,O'Neal Airport,US,America/Indiana/Vincennes
OEC,Rota Do Sândalo Oecusse Airport,TL,Asia/Dili
OEL,Oryol Yuzhny Airport,RU,Europe/Moscow
OEM,Vincent Fayks Airport,SR,America/Paramaribo
OEO,L O Simenstad Municipal Airport,US,America/Atikokan
OER,Örnsköldsvik Airport,SE,Europe/Stockholm
OES,Antoine de Saint Exupéry Airport,AR,America/Argentina/Salta
OFF,Offutt Air Force Base,US,America/Rainy_River
OFI,Ouango Fitini Airport,CI,Africa/Abidjan
OFJ,Ólafsfjörður Airport,IS,Atlantic/Reykjavik
OFK,Karl Stefan Memorial Airport,US,America/Winnipeg
OFU,Ofu Airport,AS,Pacific/Pago_Pago
OGA,Searle Field,US,America/Denver
OGB,Orangeburg Municipal Airport,US,America/Kentucky/Monticello
OGD,Ogden Hinckley Airport,US,America/Boise
OGE,Ogeranang Airport,PG,Pacific/Port_Moresby
OGG,Kahului Airport,US,Pacific/Honolulu
OGL,Eugene F. Correira International Airport,GY,America/Guyana
OGN,Yonaguni Airport,JP,Asia/Tokyo
OGO,Abengourou Airport,CI,Africa/Abidjan
OGR,Bongor Airport,TD,Africa/Ndjamena
OGS,Ogdensburg International Airport,US,America/New_York
OGU,Ordu Giresun Airport,TR,Asia/Yerevan
OGX,Ain Beida Airport,DZ,Africa/Algiers
OGZ,Beslan Airport,RU,Europe/Moscow
OHA,RNZAF Base Ohakea,NZ,Pacific/Auckland
OHB,Ambohibary Airport,MG,Indian/Antananarivo
OHD,Ohrid St. Paul the Apostle Airport,MK,Europe/Skopje
OHH,Okha Airport,RU,Asia/Sakhalin
OHI,Oshakati Airport,NA,Africa/Windhoek
OHO,Okhotsk Airport,RU,Asia/Vladivostok
OHR,Wyk auf Föhr Airport,DE,Europe/Berlin
OHT,Kohat Airport,PK,Asia/Karachi
OIA,Ourilândia do Norte Airport,BR,America/Araguaina
OIC,Lt Warren Eaton Airport,US,America/Toronto
OIM,Oshima Airport,JP,Asia/Tokyo
OIR,Okushiri Airport,JP,Asia/Tokyo
OIT,Oita Airport,JP,Asia/Tokyo
OJC,Johnson County Executive Airport,US,America/Indiana/Vincennes
OKA,Naha Airport / JASDF Naha Air Base,JP,Asia/Tokyo
OKB,Orchid Beach Airport,AU,Australia/Brisbane
OKC,Will Rogers World Airport,US,America/Chicago
OKD,Sapporo Okadama Airport,JP,Asia/Tokyo
OKE,Okinoerabu Airport,JP,Asia/Tokyo
OKF,Okaukuejo Airport,NA,Africa/Windhoek
OKG,Okoyo Airport,CG,Africa/Brazzaville
OKI,Oki Global Geopark Airport,JP,Asia/Tokyo
OKJ,Okayama Momotaro Airport,JP,Asia/Tokyo
OKK,Kokomo Municipal Airport,US,America/Indiana/Indianapolis
OKL,Oksibil Airport,ID,Asia/Jayapura
OKM,Okmulgee Regional Airport,US,America/Matamoros
OKN,Okondja Airport,GA,Africa/Libreville
OKO,Yokota Air Base,JP,Asia/Tokyo
OKP,Oksapmin Airport,PG,Asia/Jayapura
OKQ,Okaba Airport,ID,Asia/Jayapura
OKR,Yorke Island Airport,AU,Australia/Lindeman
OKS,Garden County Airport/King Rhiley Field,US,America/Denver
OKT,Oktyabrskiy Airport,RU,Asia/Yekaterinburg
OKU,Mokuti Lodge Airport,NA,Africa/Windhoek
OKV,Okao Airport,PG,Pacific/Port_Moresby
OKY,Oakey Army Aviation Centre,AU,Australia/Brisbane
OLA,Ørland Airport,NO,Europe/Oslo
OLB,Olbia Costa Smeralda Airport,IT,Europe/Rome
OLC,Senadora Eunice Micheles Airport,BR,America/Eirunepe
OLD,Dewitt FieldOld Town Municipal Airport,US,America/New_York
OLF,L M Clayton Airport,US,America/Regina
OLI,Rif Airport,IS,Atlantic/Reykjavik
OLJ,North West Santo Airport,VU,Pacific/Efate
OLK,Fuerte Olimpo Airport,PY,America/Campo_Grande
OLM,Olympia Regional Airport,US,America/Los_Angeles
OLN,Colonia Sarmiento Airport,AR,America/Argentina/Rio_Gallegos
OLO,Olomouc Airport,CZ,Europe/Bratislava
OLP,Olympic Dam Airport,AU,Australia/Adelaide
OLQ,Olsobip Airport,PG,Pacific/Port_Moresby
OLR,Salerno Airport,AF,Asia/Kabul
OLV,Olive Branch Airport,US,America/Indiana/Vincennes
OMA,Eppley Airfield,US,America/Chicago
OMB,Omboue Hopital Airport,GA,Africa/Libreville
OMC,Ormoc Airport,PH,Asia/Manila
OMD,Oranjemund Airport,NA,Africa/Windhoek
OME,Nome Airport,US,America/Nome
OMF,King Hussein Air College,JO,Asia/Amman
OMG,Omega Airport,NA,Africa/Windhoek
OMH,Urmia Airport,IR,Asia/Tehran
OMI,Omidiyeh Airport,IR,Asia/Kuwait
OMK,Omak Airport,US,America/Creston
OMM,Marmul Airport,OM,Asia/Muscat
OMO,Mostar International Airport,BA,Europe/Sarajevo
OMR,Oradea International Airport,RO,Europe/Bucharest
OMS,Omsk Central Airport,RU,Asia/Omsk
ONB,Ononge Airport,PG,Pacific/Port_Moresby
OND,Ondangwa Airport,NA,Africa/Windhoek
ONG,Mornington Island Airport,AU,Australia/Brisbane
ONI,Moanamani Airport,ID,Asia/Jayapura
ONJ,Odate Noshiro Airport,JP,Asia/Tokyo
ONO,Ontario Municipal Airport,US,America/Boise
ONQ,Zonguldak Çaycuma Airport,TR,Europe/Istanbul
ONR,Monkira Airport,AU,Australia/Brisbane
ONS,Onslow Airport,AU,Australia/Perth
ONT,Ontario International Airport,US,America/Los_Angeles
ONU,Ono-i-Lau Airport,FJ,Pacific/Fiji
ONX,Enrique Adolfo Jimenez Airport,PA,America/Panama
OOK,Toksook Bay Airport,US,America/Nome
OOL,Gold Coast Airport,AU,Australia/Brisbane
OOM,Cooma Snowy Mountains Airport,AU,Australia/Sydney
OOR,Mooraberree Airport,AU,Australia/Brisbane
OOT,Onotoa Airport,KI,Pacific/Tarawa
OPA,Kópasker Airport,IS,Atlantic/Reykjavik
OPI,Oenpelli Airport,AU,Australia/Darwin
OPO,Francisco de Sá Carneiro Airport,PT,Europe/Lisbon
OPS,Presidente João Batista Figueiredo Airport,BR,America/Cuiaba
OPU,Balimo Airport,PG,Pacific/Port_Moresby
OPW,Opuwa Airport,NA,Africa/Windhoek
ORA,Orán Airport,AR,America/Argentina/Salta
ORB,Örebro Airport,SE,Europe/Stockholm
ORC,Orocue Airport,CO,America/Bogota
ORD,Chicago O'Hare International Airport,US,America/Chicago
ORE,Orléans – Saint-Denis-de-l'Hôtel Airport,FR,Europe/Paris
ORF,Norfolk International Airport,US,America/New_York
ORG,Zorg en Hoop Airport,SR,America/Paramaribo
ORH,Worcester Regional Airport,US,America/New_York
ORI,Port Lions Airport,US,America/Anchorage
ORJ,Orinduik Airport,GY,America/Boa_Vista
ORK,Cork Airport,IE,Europe/Dublin
ORM,Sywell Aerodrome,GB,Europe/London
ORN,Oran International Airport Ahmed Ben Bella,DZ,Africa/Algiers
ORO,Yoro Airport,HN,America/Tegucigalpa
ORP,Orapa Airport,BW,Africa/Gaborone
ORR,Yorketown Airport,AU,Australia/Adelaide
ORT,Northway Airport,US,America/Anchorage
ORU,Juan Mendoza Airport,BO,America/La_Paz
ORV,Robert (Bob) Curtis Memorial Airport,US,America/Anchorage
ORW,Ormara Airport,PK,Asia/Karachi
ORX,Oriximiná Airport,BR,America/Santarem
ORY,Paris-Orly Airport,FR,Europe/Paris
ORZ,Orange Walk Airport,BZ,America/Belize
OSD,Åre Östersund Airport,SE,Europe/Stockholm
OSE,Omora Airport,PG,Pacific/Port_Moresby
OSG,Ossima Airport,PG,Pacific/Port_Moresby
OSH,Wittman Regional Airport,US,America/Chicago
OSI,Osijek Airport,HR,Europe/Zagreb
OSJ,Ol Seki Airstrip,KE,Europe/Oslo
OSK,Oskarshamn Airport,SE,Europe/Stockholm
OSL,Oslo Gardermoen Airport,NO,Europe/Stockholm
OSN,Osan Air Base,KR,Asia/Seoul
OSO,Osborne Mine Airport,AU,Australia/Lindeman
OSR,Ostrava Leos Janáček Airport,CZ,Europe/Prague
OSS,Osh Airport,KG,Asia/Bishkek
OST,Ostend-Bruges International Airport,BE,Europe/Brussels
OSU,The Ohio State University Airport - Don Scott Field,US,America/Detroit
OSW,Orsk Airport,RU,Asia/Yekaterinburg
OSY,Namsos Høknesøra Airport,NO,Europe/Oslo
OSZ,Koszalin Zegrze Pomorskie,PL,Europe/Warsaw
OTC,Bol Airport,TD,Africa/Ndjamena
OTD,Contadora Airport,PA,America/Panama
OTH,Southwest Oregon Regional Airport,US,America/Los_Angeles
OTI,Pitu Airport,ID,Asia/Jayapura
OTJ,Otjiwarongo Airport,NA,Africa/Windhoek
OTK,Tillamook Airport,US,America/Vancouver
OTL,Boutilimit Airport,MR,Africa/Nouakchott
OTM,Ottumwa Regional Airport,US,America/Chicago
OTN,Ed-Air Airport,US,America/Indiana/Vincennes
OTP,Henri Coandă International Airport,RO,Europe/Bucharest
OTR,Coto 47 Airport,CR,America/Costa_Rica
OTT,Andre Maggi Airport,BR,America/Porto_Velho
OTZ,Ralph Wien Memorial Airport,US,America/Nome
OUA,Ouagadougou Airport,BF,Africa/Ouagadougou
OUD,Angads Airport,MA,Africa/Casablanca
OUE,Ouesso Airport,CG,Africa/Brazzaville
OUG,Ouahigouya Airport,BF,Africa/Ouagadougou
OUH,Oudtshoorn Airport,ZA,Africa/Johannesburg
OUK,Outer Skerries Airport,GB,Europe/London
OUL,Oulu Airport,FI,Europe/Helsinki
OUM,Oum Hadjer Airport,TD,Africa/Ndjamena
OUN,University of Oklahoma Westheimer Airport,US,America/Matamoros
OUR,Batouri Airport,CM,Africa/Douala
OUS,Ourinhos Airport,BR,America/Sao_Paulo
OUT,Bousso Airport,TD,Africa/Ndjamena
OUZ,Tazadit Airport,MR,Africa/Nouakchott
OVA,Bekily Airport,MG,Indian/Antananarivo
OVB,Tolmachevo Airport,RU,Asia/Novosibirsk
OVD,Asturias Airport,ES,Europe/Madrid
OVE,Oroville Municipal Airport,US,America/Los_Angeles
OVG,Overberg Airport,ZA,Africa/Maseru
OVL,El Tuqui Airport,CL,America/Santiago
OVR,Olavarria Airport,AR,America/Argentina/Buenos_Aires
OVS,Sovetskiy Airport,RU,Asia/Yekaterinburg
OWB,Owensboro Daviess County Airport,US,America/Chicago
OWD,Norwood Memorial Airport,US,America/New_York
OWK,Central Maine Airport of Norridgewock,US,America/Montreal
OXB,Osvaldo Vieira International Airport,GW,Africa/Bissau
OXC,Waterbury Oxford Airport,US,America/New_York
OXD,Miami University Airport,US,America/Moncton
OXF,Oxford (Kidlington) Airport,GB,Europe/London
OXR,Oxnard Airport,US,America/Los_Angeles
OXY,Morney Airport,AU,Australia/Brisbane
OYA,Goya Airport,AR,America/Argentina/Cordoba
OYE,Oyem Airport,GA,Africa/Libreville
OYG,Moyo Airport,UG,Africa/Kampala
OYK,Oiapoque Airport,BR,America/Belem
OYL,Moyale Airport,KE,Africa/Nairobi
OYN,Ouyen Airport,AU,Australia/Melbourne
OYO,Tres Arroyos Airport,AR,America/Argentina/Buenos_Aires
OYP,Saint-Georges-de-l'Oyapock Airport,GF,America/Cayenne
OZA,Ozona Municipal Airport,US,America/Ojinaga
OZC,Labo Airport,PH,Asia/Manila
OZG,Zagora Airport,MA,Africa/Casablanca
OZH,Zaporizhzhia International Airport,UA,Europe/Zaporozhye
OZP,Moron Air Base,ES,Europe/Madrid
OZR,Cairns AAF (Fort Rucker) Air Field,US,Europe/Warsaw
OZZ,Ouarzazate Airport,MA,Africa/Casablanca
PAA,Hpa-N Airport,MM,Asia/Rangoon
PAB,Bilaspur Airport,IN,Asia/Kolkata
PAC,Marcos A. Gelabert International Airport,PA,America/Panama
PAD,Paderborn Lippstadt Airport,DE,Europe/Berlin
PAE,Snohomish County (Paine Field) Airport,US,America/Los_Angeles
PAG,Pagadian Airport,PH,Asia/Manila
PAH,Barkley Regional Airport,US,America/Chicago
PAJ,Parachinar Airport,PK,Asia/Karachi
PAK,Port Allen Airport,US,Pacific/Honolulu
PAL,German Olano Air Base,CO,America/Bogota
PAM,Tyndall Air Force Base,US,America/Kentucky/Monticello
PAN,Pattani Airport,TH,Asia/Bangkok
PAO,Palo Alto Airport of Santa Clara County,US,America/Los_Angeles
PAP,Toussaint Louverture International Airport,HT,America/Port-au-Prince
PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",US,America/Anchorage
PAS,Paros National Airport,GR,Europe/Athens
PAT,Lok Nayak Jayaprakash Airport,IN,Asia/Kolkata
PAU,Pauk Airport,MM,Asia/Rangoon
PAV,Paulo Afonso Airport,BR,America/Maceio
PAX,Port-de-Paix Airport,HT,America/Port-au-Prince
PAY,Pamol Airport,MY,Asia/Kuching
PAZ,El Tajín National Airport,MX,America/Mexico_City
PBB,Paranaíba Airport,BR,America/Campo_Grande
PBC,Hermanos Serdán International Airport,MX,America/Mexico_City
PBD,Porbandar Airport,IN,Asia/Kolkata
PBE,Puerto Berrio Airport,CO,America/Bogota
PBF,Pine Bluff Regional Airport Grider Field,US,America/Indiana/Vincennes
PBG,Plattsburgh International Airport,US,America/New_York
PBH,Paro Airport,BT,Asia/Thimphu
PBI,Palm Beach International Airport,US,America/New_York
PBJ,Tavie Airport,VU,Pacific/Efate
PBL,General Bartolome Salom International Airport,VE,America/Caracas
PBM,Johan Adolf Pengel International Airport,SR,America/Paramaribo
PBN,Porto Amboim Airport,AO,Africa/Luanda
PBO,Paraburdoo Airport,AU,Australia/Perth
PBP,Islita Airport,CR,America/Costa_Rica
PBQ,Pimenta Bueno Airport,BR,America/Porto_Velho
PBR,Puerto Barrios Airport,GT,America/Guatemala
PBT,Puerto Leda Airport,PY,America/Campo_Grande
PBU,Putao Airport,MM,Asia/Rangoon
PBV,Porto dos Gaúchos Airport,BR,America/Cuiaba
PBX,Fazenda Piraguassu Airport,BR,America/Araguaina
PBZ,Plettenberg Bay Airport,ZA,Africa/Johannesburg
PCA,Portage Creek Airport,US,America/Anchorage
PCB,Pondok Cabe Air Base,ID,Asia/Jakarta
PCD,Prairie Du Chien Municipal Airport,US,America/Chicago
PCF,Potchefstroom Airport,ZA,Africa/Johannesburg
PCG,Paso Caballos Airport,GT,America/Guatemala
PCH,Palacios Airport,HN,America/El_Salvador
PCJ,Puerto La Victoria Airport,PY,America/Asuncion
PCL,Cap FAP David Abenzur Rengifo International Airport,PE,America/Lima
PCM,Playa del Carmen Airport,MX,America/Cancun
PCN,Picton Aerodrome,NZ,Pacific/Auckland
PCP,Principe Airport,ST,Africa/Sao_Tome
PCQ,Boun Neau Airport,LA,Asia/Vientiane
PCR,German Olano Airport,CO,America/Bogota
PCS,Picos Airport,BR,America/Fortaleza
PCT,Princeton Airport,US,America/New_York
PCU,Poplarville Pearl River County Airport,US,America/Merida
PCV,Punta Chivato Airport,MX,America/Hermosillo
PDA,Obando Airport,CO,America/Bogota
PDB,Pedro Bay Airport,US,America/Anchorage
PDC,Mueo Airport,NC,Pacific/Noumea
PDD,Ponta do Ouro Airport,MZ,Africa/Maputo
PDE,Pandie Pandie Airport,AU,Australia/Adelaide
PDF,Prado Airport,BR,America/Bahia
PDG,Minangkabau International Airport,ID,Asia/Jakarta
PDI,Pindiu Airport,PG,Pacific/Port_Moresby
PDK,DeKalb Peachtree Airport,US,America/New_York
PDL,João Paulo II Airport,PT,Atlantic/Azores
PDM,Capt Justiniano Montenegro Airport,PA,America/Panama
PDN,Parndana Airport,AU,Australia/Adelaide
PDO,Pendopo Airport,ID,Asia/Jakarta
PDP,Capitan Corbeta CA Curbelo International Airport,UY,America/Montevideo
PDS,Piedras Negras International Airport,MX,America/Monterrey
PDT,Eastern Oregon Regional At Pendleton Airport,US,America/Boise
PDU,Tydeo Larre Borges Airport,UY,America/Montevideo
PDV,Plovdiv International Airport,BG,Europe/Sofia
PDX,Portland International Airport,US,America/Los_Angeles
PDZ,Pedernales Airport,VE,America/Caracas
PEA,Penneshaw Airport,AU,Australia/Adelaide
PEC,Pelican Seaplane Base,US,America/Sitka
PED,Pardubice Airport,CZ,Europe/Prague
PEE,Perm International Airport,RU,Asia/Yekaterinburg
PEF,Peenemünde Airport,DE,Europe/Berlin
PEG,Perugia San Francesco d'Assisi – Umbria International Airport,IT,Europe/Rome
PEH,Comodoro Pedro Zanni Airport,AR,America/Argentina/Buenos_Aires
PEI,Matecaña International Airport,CO,America/Bogota
PEK,Beijing Capital International Airport,CN,Asia/Harbin
PEL,Pelaneng Airport,LS,Africa/Maseru
PEM,Padre Aldamiz International Airport,PE,America/Lima
PEN,Penang International Airport,MY,Asia/Kuala_Lumpur
PEP,Peppimenarti Airport,AU,Australia/Darwin
PEQ,Pecos Municipal Airport,US,America/Ojinaga
PER,Perth International Airport,AU,Australia/Perth
PES,Petrozavodsk Airport,RU,Europe/Moscow
PET,João Simões Lopes Neto International Airport,BR,America/Sao_Paulo
PEU,Puerto Lempira Airport,HN,America/Tegucigalpa
PEV,Pécs-Pogány Airport,HU,Europe/Sarajevo
PEW,Peshawar International Airport,PK,Asia/Karachi
PEX,Pechora Airport,RU,Europe/Moscow
PEY,Penong Airport,AU,Australia/Eucla
PEZ,Penza Airport,RU,Europe/Moscow
PFB,Lauro Kurtz Airport,BR,America/Sao_Paulo
PFC,Pacific City State Airport,US,America/Los_Angeles
PFJ,Patreksfjörður Airport,IS,Atlantic/Reykjavik
PFO,Paphos International Airport,CY,Asia/Nicosia
PFQ,Parsabade Moghan Airport,IR,Asia/Baku
PFR,Ilebo Airport,CD,Africa/Lubumbashi
PGA,Page Municipal Airport,US,America/Phoenix
PGB,Pangoa Airport,PG,Asia/Jayapura
PGC,Grant County Airport,US,America/Toronto
PGD,Charlotte County Airport,US,America/Havana
PGE,Yegepa Airport,PG,Pacific/Port_Moresby
PGF,Perpignan-Rivesaltes (Llabanère) Airport,FR,Europe/Paris
PGH,Pantnagar Airport,IN,Asia/Kolkata
PGI,Chitato Airport,AO,Africa/Luanda
PGK,Pangkal Pinang (Depati Amir) Airport,ID,Asia/Jakarta
PGL,Trent Lott International Airport,US,America/Indiana/Vincennes
PGM,Port Graham Airport,US,America/Anchorage
PGN,Pangia Airport,PG,Pacific/Port_Moresby
PGO,Stevens Field,US,Asia/Chongqing
PGR,Kirk Field,US,America/Indiana/Vincennes
PGU,Persian Gulf International Airport,IR,Asia/Bahrain
PGV,Pitt Greenville Airport,US,America/New_York
PGX,Périgueux-Bassillac Airport,FR,Europe/Paris
PGZ,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,BR,America/Sao_Paulo
PHA,Phan Rang Airport,VN,Asia/Ho_Chi_Minh
PHB,Prefeito Doutor João Silva Filho Airport,BR,America/Fortaleza
PHC,Port Harcourt International Airport,NG,Africa/Lagos
PHD,Harry Clever Field,US,America/Detroit
PHE,Port Hedland International Airport,AU,Australia/Perth
PHF,Newport News Williamsburg International Airport,US,America/New_York
PHG,Port Harcourt City Airport / Port Harcourt Air Force Base,NG,Africa/Malabo
PHH,Phan Thiet Airport,VN,Asia/Ho_Chi_Minh
PHI,Pinheiro Airport,BR,America/Fortaleza
PHK,Palm Beach County Glades Airport,US,America/Nassau
PHL,Philadelphia International Airport,US,America/New_York
PHN,St Clair County International Airport,US,America/Detroit
PHO,Point Hope Airport,US,America/Nome
PHP,Philip Airport,US,America/North_Dakota/New_Salem
PHQ,The Monument Airport,AU,Australia/Lindeman
PHS,Phitsanulok Airport,TH,Asia/Bangkok
PHT,Henry County Airport,US,America/Indiana/Vincennes
PHW,Hendrik Van Eck Airport,ZA,Africa/Johannesburg
PHX,Phoenix Sky Harbor International Airport,US,America/Phoenix
PHY,Phetchabun Airport,TH,Asia/Bangkok
PIA,General Wayne A. Downing Peoria International Airport,US,America/Chicago
PIB,Hattiesburg Laurel Regional Airport,US,America/Chicago
PIC,Pine Cay Airport,TC,America/Grand_Turk
PID,Nassau Paradise Island Airport,BS,America/Nassau
